58,81,118,1
55,81,119,1
52,78,118,1
59,84,126,1
68,93,136,1
71,97,136,1
70,97,135,1
66,91,134,1
66,91,134,1
65,91,133,1
66,95,137,1
66,89,119,1
68,92,121,1
70,94,124,1
71,93,128,1
73,94,131,1
75,100,132,1
74,99,131,1
77,102,136,1
77,101,137,1
76,100,137,1
80,101,138,1
74,97,133,1
73,100,135,1
72,97,133,1
66,87,124,1
64,87,121,1
63,88,119,1
63,88,121,1
59,84,118,1
58,82,118,1
55,80,116,1
54,80,120,1
61,87,134,1
66,97,137,1
73,103,137,1
72,97,139,1
70,95,139,1
68,93,134,1
65,95,133,1
115,157,204,1
107,147,195,1
101,140,189,1
100,141,188,1
104,151,200,1
107,153,201,1
107,151,198,1
112,154,199,1
112,155,200,1
106,149,200,1
103,146,197,1
105,148,199,1
111,154,205,1
102,146,196,1
100,145,196,1
98,144,195,1
94,139,190,1
97,143,194,1
102,147,198,1
99,145,196,1
96,141,193,1
90,135,187,1
91,137,188,1
97,142,193,1
97,140,193,1
100,141,195,1
105,148,198,1
105,148,197,1
102,145,197,1
98,140,194,1
95,139,192,1
96,140,195,1
98,141,198,1
104,148,203,1
101,147,196,1
109,155,202,1
112,158,205,1
115,160,207,1
78,80,64,0
68,71,53,0
64,64,51,0
65,61,43,0
148,145,91,0
200,194,115,0
200,185,109,0
182,170,99,0
163,155,93,0
107,98,61,0
59,60,38,0
105,112,86,0
81,85,62,0
106,110,93,0
114,119,99,0
78,82,65,0
53,54,36,0
114,111,68,0
196,189,118,0
204,191,107,0
190,179,97,0
174,166,95,0
129,123,80,0
65,65,46,0
85,94,79,0
99,107,96,0
67,74,53,0
107,114,93,0
98,106,84,0
64,69,49,0
79,79,45,0
189,183,119,0
202,191,105,0
194,182,101,0
180,171,100,0
152,143,95,0
97,95,79,0
86,96,84,0
99,111,101,0
53,59,39,0
81,88,67,0
125,132,110,0
110,117,100,0
93,96,65,0
172,170,109,0
199,192,110,0
193,186,109,0
182,176,108,0
161,153,105,0
97,96,79,0
85,95,83,0
86,97,87,0
76,84,64,0
80,89,70,0
112,121,106,0
133,142,128,0
95,98,72,0
148,149,96,0
196,194,113,0
196,191,112,0
188,175,110,0
173,159,112,0
109,103,82,0
103,110,97,0
144,161,148,0
67,75,58,0
66,74,92,0
113,122,104,0
126,133,120,0
87,89,104,0
128,129,86,0
98,166,138,0
101,174,145,0
72,150,123,0
93,171,144,0
82,158,135,0
95,170,149,0
92,167,146,0
86,154,134,0
76,142,124,0
85,152,136,0
87,157,138,0
76,149,124,0
89,165,137,0
116,192,161,0
86,160,126,0
93,163,135,0
113,188,159,0
66,144,111,0
70,138,110,0
57,127,99,0
69,140,110,0
81,150,118,0
71,135,103,0
93,160,130,0
70,132,97,0
76,132,98,0
87,149,119,0
80,144,113,0
85,149,110,0
79,143,102,0
91,152,116,0
64,127,92,0
75,145,107,0
94,172,128,0
81,168,122,0
94,192,142,0
90,186,135,0
57,139,94,0
75,152,111,0
87,157,118,0
90,156,123,0
109,179,140,0
91,169,131,0
82,168,133,0
71,172,125,0
72,178,126,0
53,153,105,0
55,160,112,0
53,165,118,0
77,184,139,0
106,214,168,0
58,160,110,0
55,146,100,0
71,159,118,0
78,153,126,0
60,140,112,0
71,148,121,0
81,158,131,0
75,151,128,0
75,150,128,0
82,157,136,0
92,162,137,0
68,136,113,0
83,154,131,0
75,148,122,0
57,133,102,0
72,146,117,0
89,160,131,0
79,148,115,0
74,140,112,0
68,137,109,0
61,135,102,0
68,149,115,0
61,144,109,0
58,141,105,0
55,136,98,0
70,147,107,0
75,151,117,0
72,144,108,0
74,142,106,0
84,156,125,0
57,132,100,0
85,153,114,0
65,129,89,0
75,137,101,0
61,125,90,0
86,157,119,0
92,169,126,0
81,166,120,0
66,161,112,0
87,180,130,0
79,159,115,0
68,143,103,0
85,153,115,0
81,146,113,0
116,185,147,0
64,141,104,0
90,174,138,0
92,192,148,0
56,164,117,0
64,166,122,0
76,185,141,0
101,215,173,0
73,183,142,0
78,197,146,0
93,208,151,0
81,183,131,0
68,167,119,0
100,170,150,0
101,167,149,0
98,167,144,0
63,136,111,0
96,170,145,0
52,125,102,0
93,160,142,0
91,156,138,0
74,142,120,0
74,146,119,0
61,134,106,0
60,135,108,0
65,137,113,0
65,137,110,0
75,148,118,0
53,125,99,0
57,128,104,0
70,144,115,0
75,161,129,0
78,166,127,0
80,165,126,0
75,162,123,0
69,160,114,0
90,177,129,0
65,147,105,0
77,157,118,0
61,138,102,0
86,163,126,0
69,142,101,0
62,135,92,0
58,137,97,0
68,144,106,0
97,169,129,0
68,144,100,0
65,147,97,0
78,162,113,0
62,144,99,0
72,149,109,0
94,165,128,0
83,149,113,0
86,152,119,0
86,155,124,0
65,141,108,0
81,160,124,0
99,189,150,0
90,186,145,0
78,178,135,0
109,217,177,0
128,243,205,0
82,199,154,0
58,180,121,0
89,208,150,0
98,209,157,0
137,232,182,0
156,157,161,0
158,158,164,0
158,158,165,0
161,161,167,0
159,159,165,0
158,158,164,0
159,159,165,0
161,163,166,0
162,163,167,0
163,165,169,0
163,165,170,0
157,159,164,0
159,155,157,0
159,152,150,0
167,158,152,0
164,152,143,0
154,144,136,0
147,139,133,0
153,143,140,0
158,149,150,0
156,151,153,0
165,163,160,0
198,197,192,0
246,238,232,0
235,217,209,0
176,156,146,0
242,227,219,0
179,137,135,0
113,79,81,0
144,157,171,0
146,157,171,0
144,155,169,0
141,152,166,0
141,152,166,0
141,152,166,0
140,152,166,0
137,151,165,0
138,151,165,0
136,149,163,0
138,151,165,0
139,152,166,0
140,152,165,0
136,147,161,0
137,148,162,0
138,150,163,0
140,152,165,0
138,150,163,0
138,149,162,0
138,149,163,0
139,150,164,0
141,152,166,0
140,150,164,0
140,149,163,0
143,152,166,0
143,152,166,0
140,149,163,0
141,150,164,0
138,151,163,0
139,152,164,0
142,153,165,0
142,152,164,0
144,153,165,0
142,153,165,0
146,152,164,0
147,151,163,0
146,150,163,0
145,149,163,0
